uuid,Title,Author,Year of publication
cbddaa7f-1aa9-b4c3-218f-68a9f929396c,"Cabala mineralis précédé de Alchimie, cabale et kabbale. Introduction à la ""Cabala mineralis"" par Jacques van Lennep. ""Cabala mineralis"". Réflexions sur un titre par Nicolas Séd. Créations microcosmique et macrocosmique. La ""Cabala mineralis"" et l'interprétation alchimique de la Genèse par Sylvain Matton","Ben Cantara, Simeon|Lennep, Jacques van|Séd, Nicolas|Matton, Sylvain",1986
c52ee41a-0eec-a379-40df-3b9dd5b9aca7,"Cabala, speculum artis et naturae, in alchymia","[Michelspacher, Stephan]",1616
5309f896-0106-8074-fe63-c3f8f68e3cd4,"Cabala, speculum artis et naturae, in alchymia","[Michelspacher, Stephan]",1654
3decd140-40c2-03ef-37da-461864f382fc,"Cabala, speculum artis et naturae, in alchymia précédé de Cabale, miroir de l'art et de la nature, en alchimie","Michelspacher, Stephan",1987
61e53566-90dd-c645-e35b-67888ed804d9,"Cabala, Spiegel der Kunst und Natur: in Alchymia","[Michelspacher, Stephan]",1615
ffe92756-023d-1e5f-dafb-808477356b2c,"Cabala, Spiegel der Kunst und Natur: in Alchymia","[Michelspacher, Stephan]",1616
c7481f20-bf53-1c72-21ad-e9eecb655476,"Cabala, Spiegel der Kunst- und Natur: in Alchymia","[Michelspacher, Stephan]",1663
9e3f8369-a020-ad00-2786-168ff4e6a2d8,Cabalae verior descriptio das ist gründliche Beschreibung und Erweisung aller natürlichen und über natürlichen Dingen,anonymous,1680
4d1406f7-6233-ce05-9720-73e755334ab0,Cabalae verior descriptio. Das ist: gründliche Beschreibung aller natürlichen und übernatürlichen Dingen,anonymous,1761
2e51f45a-1af0-4d0a-6390-97540d6ef0a4,Cabalistarum selectiora obscuriaque dogmata,"Borgonovo, Arcangelo da",1569
3803b7dc-23a7-df23-fcdf-86d12c4ff42c,Cabalistic keys to the Lord's prayer,"Hall, Manly Palmer",1964
9882e007-122c-c1be-0066-e10345ce59a2,"Cabalomachia hoc est artis cabalisticae oppugnatio. Diatriba exegetica, didascalica, catacritica duobus distincta capitibus, in quorum uno agitur de Cabala Hebraica, de Pythagorica in altero","[Berlendi, Francesco]",1718
00792678-e718-da82-8936-2aa4546f4909,"Cabbala mystica naturae, darinnen die Principia derer Characterum eröffnet und angewiesen werden","Fictuld, Hermann",1741
81c4e00e-a75e-9d6f-ef37-0676ced96850,Caelestis hierarchia. Ecclesiastica hierarchia. Divina nomina. Mystica theologia. Undecim epistolae. Undecim epistolae. Epistola una,Dionysius Areopagita|Ignatius|Polycarpus,1502
048d49b7-d024-3ccd-b53c-27954fa0aa41,Cafe Grössenwahn. Karikaturenfolge,"Lemp, Richard",1980
eac12372-dce8-a983-b9f5-6d5f3150df71,Café Klösschen. 38 Grotesken,,1980
31067fa1-7ff1-f35a-2d68-4e86b0ff35f4,Cagliostro et le rituel de la maçonnerie égyptienne,"Amadou, Robert",1996
848a30f8-4eaa-7c42-9f90-17b5fa11b896,Cahier Henry Corbin,,1981
f72d8ac8-b523-ac59-2c25-01e890296f30,Cahiers d'etudes Cathares. Deodat Roche et l'eglise gnostique. Cahiers d'etudes cathares. Gnose antique et pensée moderne,"Bonnerot, Jean-Pierre|Roché, Déodat",1982
1769d8da-c59a-eccd-9c01-8211dc4c1fc7,Cahiers d'etudes cathares. Le catharisme II. Numéro spécial hors série,"Roché, Déodat",1976
6e155199-b82e-f106-41a2-736b1a201a84,Calcidius on fate. His doctrine and sources,"Boeft, J|den",1970
090a47bd-076d-b053-e301-8fd529cb5c20,"Calendarium novum-propheticum jubilaeum [...]. Neuwer prophetischer Jubell-Calender [...] Postilion, dess grossen himmlischen Löwens unnd seiner Seher","[Felgenhauer, Paulus]",1625
4d72862f-d0c8-1574-0a56-0036d55f756a,Calendrier naturel magique & perpétuel,"Grossschedel, Johannes Baptista",2014
4552d4f6-adc8-81ef-e688-796e75f8ffbd,Calila und Dimna oder die Fabeln Bidpai's,Bidpai,1837
bdae16c9-31ec-69dd-4ec4-9c1a46beaf7a,Called by the world heart. A dissertation on the origin and the development of the spiritual school of the Golden Rosycross and its founders  J. van Rijckenborgh and Catharose de Petri,"Huijs, Peter",2011
20f80ac6-cdb9-55b0-a643-669ef5f87daa,Calumnia of valschwroeghen,"Castellio, Sebastiano",1613
c142c9e6-c86c-61ed-0622-d9dd24f74689,Camoeracensis acrotismus,"Bruno, Giordano",1588
5d4d58be-f2be-0060-09a3-eb98ac6e6b81,Campanella,"Blanchet, Léon",1920
22f3d6ef-15a9-f634-5b53-ceb3066f3c33,Campanella fra i Rosacroce,"Gilly, Carlos",1998
d3570666-6957-c32c-184a-bea8b8ba2691,"Campanella, der Sucher nach dem Sonnenstaat. Geschichte eines Schicksals","Hiebel, Friedrich",1972
37c6fefb-1879-b043-eea1-d6f9dd51a345,"Can insight uncondition the mind?  J. Krishnamurti in conversation with David Bohm. 16th September 1980 at Brockwood Park, England","Krishnamurti, J|Bohm, David",1980
01beb73c-c720-8e04-5f2a-e5d6f54a9f29,Can tong qi. Het geheim van het eeuwige leven,"Bertschinger, Richard",2002
22b4e353-f623-bdd8-c773-5ba1e580f492,Can tong qi. Het geheim van het eeuwige leven,,2002
9d28dafa-c91d-36a9-3d75-71900321aec6,Candelaio,"Bruno, Giordano",1582
57839f86-935b-8beb-e15b-b39a8ba7895d,Candelaio,"Bruno, Giordano",1976
16a42ff3-8712-a06e-8fcd-973e611ae5d9,Candelaio. Der Kerzenzieher,"Bruno, Giordano",2013
8e4bf06e-d216-c595-e780-6fbaadd2fb52,"Canon chronicus Aegyptiacus, Ebraicus, Graecus, & disquisitiones","Marsham, John",1676
5c524364-f45f-c9ad-626a-b16238ee4cc7,Canones apostolorum,Dionysius Exiguus,1525
7e40ee61-af43-77f7-b54c-ec784f08ab93,Canticum canticorum,,1921
f572e202-fc00-e74d-ae7d-46ea3fb04030,Canticum canticorum Salomonis quod Hebraice dicitur Sir Hasirim,,1931
cae291e8-383e-f148-12ba-8db5bd973897,Cantilenae intellectuales de phoenice redivivo,"Maier, Michael",1758
636aed72-d6d0-261a-628e-7182c7b67bac,Cantique des cantiques de Salomon,"Le Maistre, Rodolphe",1628
74c90932-de63-c866-acf3-560fb8e48b25,Cantique des cantiques de Salomon,,1931
e055efbb-4239-3364-dd3d-d30c19a6b4f0,Canto della montagna,anonymous,1947
9ed4e3b0-5c5f-88b0-8be0-e8234cd1ce59,Cantus Circaeus,"Bruno, Giordano",1582
ab37616c-1b13-ee39-432e-37699d087f91,Cantus Circaeus. Il canto di Circe,"Bruno, Giordano",1978
1cce40f8-0c41-f14e-3bf3-af31eb0d7466,Cantus Circaeus. The incantations of Circe together with The Judiciary being the art of memory,"Bruno, Giordano",2009
f8605a60-1f21-596f-6d2c-b299d8fabd9b,"Capistratus Bohmicolarum rabula, das ist, klarer Beweiss, dass das jenige Geschwätz, womit einer unter dem Namen M. Johannis Matthaei verlarveter Vorsprecher der Böhmistischer Rotte Meine Anmerckungen, uber Jacob Böhmens Schrifften, sonderlich Auroram, jüngst angegrieffen, so falsch, gottlosz und unverschamt ist, dass er [...] verstummem muss","Holtzhausen, Johannes Christophorus",1692
43c2618d-f3ab-174f-6e58-76e0736dc8b4,Capitales de l'ésotérisme européen et dialogue des cultures,,2014
f2fc6424-6927-5e15-d676-4ce36d74c936,Caractère et origine des idées du bienheureux Raymond Lulle (Ramon Lull),"Probst, Jean-Henri",1912
72af53e1-42dd-5b96-0224-9b13c0162bd8,Caravan of dreams,"Shah, Idries",1991
6d28eba9-860d-92d7-3dbe-49a714706f50,Cardano's cosmos. The worlds and works of a Renaissance astrologer,"Grafton, Anthony",1999
5f2fd328-f7b3-fba9-766b-eb0ebd0a90e1,Cardenio. Drama in fünf Akten,"Dülberg, Franz",1912
c0f424f6-1210-14f3-13a9-f42f10ed43ad,Cardinal Albrecht von Brandenburg und das Halle'sche Heiligthumsbuch von 1520. Eine kunsthistorische Studie,"Térey, Gabriel von",1892
ada785d4-9234-d6b0-7873-310763601522,Carl Hildebrand von Cansteins Beziehungen zu Phillip Jacob Spener,"Schicketanz, Peter",1967
e8ce74e8-ebeb-af3e-e489-c6ba05c588ee,Carmen in nuptias honesti et eruditi viri M. Jacobus Mercatoris Sindelfingensis,"Studion, Simon",1564
8080b6f2-4cc2-0eb0-e057-d016c3083073,Carmina,Pythagoras|Phocylides,1604
7f2e8737-cb4e-2f36-7825-6a592d44491b,Carnac. Fouilles faites dans la région,"Le Rouzic, Zacharie|Saint-Just Péquart, Victor|Saint-Just Péquart, Marthe",1923
82840972-7d27-7045-5aa3-9b15cc0209ab,Cartas rosacruzes,anonymous,1983
c342f56e-b8a3-668a-c8e7-574aa4a8e849,Carte philosophique et mathématique,"Du Chenteau, Theodore",1775
06713cc8-e2d5-a2c6-a556-4f6eaf12e708,Caspar Schwenckfeld on the person and work of Christ. A study of Schwenckfeldian theology at its core,"Maier, Paul L",1959
fe40ff9b-2f18-c555-71ad-080e570388c0,"Caspar Schwenckfeld, reluctant radical. His life to 1540","McLaughlin, R|Emmet",1986
36d95ab0-c20d-50f7-16e1-fb008075b05c,Castellion contre Calvin ou conscience contre violence,"Zweig, Stefan",1946
330fd593-c31b-f6ca-d143-926fc3b58768,Castellioniana. Quatre études sur Sébastien Castellion et l'idée de la tolérance,"Bainton, Roland H|Becker, Bruno|Valkhoff, Marius|Woude, Sape van der",1951
ae1e4b6d-329a-c462-d7e9-4a8ba11677f7,Castes et races suivi de Principes et critères de l'art universel,"Schuon, Frithjof",1957
5beb1675-17a6-ea06-3322-182b2f9afd27,"Casus et observationes medicinales, anatomicae, chymicae, chirurgicae, physicae, &c rariores, selectae & curiosae, oder curieuse und nützliche Anmerckungen","Hellwig, Christoph von",1711
10ce015a-7951-915a-f8fd-217e665bd592,Catafalque. Carl Jung and the end of humanity,"Kingsley, Peter",2018
9ab69bbb-0116-8135-e166-17f8ff7ab61b,"Catalog zu Ausstellungen [...] als unsterblich Ehren-Gedächtnis zum 400. Geburtstag des hochberühmten Delineatoris (Zeichners), Incisoris (Stechers) et Editores (Verlegers) Matthaeus Merian des Aelteren","Bingsohn, Wilhelm|Fuss, Ulrike|Neugebauer, Rosa|Reinhard-Felice, Mariantonia|Soltek, Stefan|Weber, Bruno|Wüthrich, Lucas H",1993
58968934-9cce-9bbf-dcc3-9d24d66a94e7,Catalogo della Bibliotheca Mediceo-Lorenese,"Pietro, G|di|Righini Bonelli, Maria Luisa",1970
c01fbf2f-526e-33f6-73bf-a6265681132e,Catalogue de la bibliothèque de M.N. Yemeniz,,1867
81d90d30-2b75-2ca2-4580-67996be60cf9,Catalogue de livres neufs et d'occasion,,1975
c09a6736-fd15-1a10-d93c-3c9230a63928,Catalogue de manuscrits très-précieux du XIIIe au XVIII siècle [...] composant la collection de Madame la duchesse de B[erry],,1864
218cb3a3-566e-378a-a1ab-6136b8877536,Catalogue des incunables et livres du XVIe siècle de la Bibliothèque Municipale de Strasbourg,"Ritter, François",1948
6b545050-5262-d7b6-7c8b-9119276ed975,Catalogue des livres rares de M. Ach. Genty,,1862
af865f19-6cf7-5463-f121-d8333e8a132d,Catalogue des livres rares et précieux composant la bibliothèque de M. le prince Sigismond Radziwill,,1865
23956c5c-a26d-bbaf-057e-165b2d8002e2,Catalogue des livres rares et précieux du cabinet de feu M. de Saint-Martin,anonymous,1806
1bb64402-4cab-21f2-7f95-515d59cf1c27,Catalogue des livres rares et précieux. Manuscrits et imprimés de la librairie de L. Potier,,1870
e2ee3157-3dda-841f-b4d8-7a8eb0da56ba,Catalogue des manuscrits alchimiques Latins,,1939
255a7a1f-faac-83cb-707b-6934258679c0,Catalogue général de la librairie générale des sciences occultes. (...),,1912
a9f482aa-a612-9174-936b-04f3354cc093,Catalogue général de la Librairie spiritualiste et morale,,1900
012f2a6f-6c10-e5b7-5db7-a5baa6e12339,Catalogue of a collection of early French books in the library of C. Fairfax Murray,"Davies, Hugh Wm",1961
fba40e1a-9d51-deb8-0946-fccb68bbed3f,Catalogue of books from the Low Countries 1601-1621 in the British Library,"Simoni, Anna E.C",1990
f7b86ffc-c718-d690-6dd0-0893510a467b,Catalogue of books printed in the German-speaking countries and of German books printed in other countries from 1601 to 1700 now in the British Library,"Paisey, David",1994
e45b995e-ead1-dc8c-27c0-5690cc74b80c,"Catalogue of books printed on the continent of Europe, 1501-1600 in Cambridge libraries","Adams, Herbert M",1967
b6dd0d93-af4d-4b08-57ac-e18d101eb24f,Catalogue of Coptic manuscripts in the Pierpont Morgan Library,,1993
8a710323-624e-cbdd-49bc-88c775a4b326,Catalogue of Latin and vernacular alchemical manuscripts in the United States and Canada,"Wilson, William Jerome",1939
af93d670-bb8d-01ae-7588-0997a664e4ca,"Catalogue of manuscripts and early printed books from the libraries of William Morris, Richard Bennett, Bertram, fourth Earl of Ashburnham, and other sources now forming portion of the library of J. Pierpont Morgan",anonymous,1907
7fad42f5-e292-8d06-9642-93c987eeef4d,Catalogue of printed books relating to science and medicine,anonymous,1977
881bbb82-045a-a44e-2e4b-2ee81ba48a09,Catalogue of scarce and interesting books relating to early science and medicine,anonymous,1970
10836e12-ddf9-25c2-6451-c9ce25e4a4eb,Catalogue of seventeenth century Italian books in the British Library,,1986
f5e848a4-4857-ea89-f8a3-2ccc8db34a4f,Catalogue of the Christie collection comprising the printed books and manuscripts bequethed to the library of the University of Manchester by the late Richard Copley Christie,,1915
aff62ab0-7284-0b4e-3809-6b7684c050c9,"Catalogue of the Ferguson collection of books mainly relating to alchemy, chemistry, witchcraft and gipsies in the Library of the University of Glasgow",,2002
d0b02e50-1801-e148-5672-95e1a7a5c4ee,Catalogue of the Luttrell Psalter and the Bedford Horae,,1929
eddd79de-9a34-a358-e9e2-6c073fe9f2b5,Catalogue of the Newton papers sold by order of the Viscount Lymington,anonymous,1936
133aa9ac-5830-09b4-802b-48434aaa5536,Catalogue of the very extensive and important library of early books and manuscripts relating to alchemy & the occult & physical sciences. The property of M. Lionel Hauser,,1934
3f062925-fb06-e8fe-d049-854ca4255b05,Catalogue of Western manuscripts in the Wellcome library for the history and understanding of medicine. Western manuscripts 5120-6244,,1999
85ebb751-5d52-e985-d735-8ad8e79af279,Catalogue of works on alchemy and chemistry exhibited at the Grolier Club 1891,,1891
301932fe-bac2-a02e-962d-107061d87d3d,Catalogue or bibliography of the library of the Huguenot society of America,"Morand, Julia",1920
53cd6ec6-bb42-272a-e626-3ca33867fdc3,Catalogue périodique d'ouvrages anciens et modernes relatifs aux sciences hermétiques,,1892
26720d6d-848f-87ca-1360-84b4cded8b82,Catalogue raisonné des premières impressions de Mayence (1445-1467),"Ricci, Seymour de",1911
3ad3f7f4-2382-0164-bbf3-7a81a254fe05,Catalogue raisonnée de la collection de livres de M. Pierre Antoine Crevenna,,1776
27918d45-5e8e-d445-8eb1-6f43f14a653e,Catalogus bibliotheca selectae [...] B. Ioann Ioachim Schwabe,,1977
b137323d-5a54-3fc3-c284-07db97f0248a,Catalogus codicum cabbalisticorum hebraicorum,,1930
104dbf2a-0437-71a4-d355-2519048e2e2d,Catalogus codicum manuscriptorum Bibliothecae Mediceae Laurentianae,"Bandini, Angelo Maria",1961
c28c8ff3-b4e9-bb92-8bec-3c8dba69387d,Catalogus manuscriptorum chemico-alchemico-magico-cabalistico-medico-physico-curiosorum,anonymous,1788
1a9f7816-607a-7171-f937-06e53c8fc7a4,Catalogus rariorum librorum et manuscriptorum magico-cabbalistico-chymicorum,"Roth-Scholtz, Friedrich",1732
37857508-fb07-77d1-efd8-7f343a305476,Catalogus van alle de principaelste rariteyten die op de anatomie-kamer binnen de stad Leyden vertoont worden,anonymous,1685
60776a88-86fc-3acb-ec64-c38f0ccafd83,Catalogus van de bibliotheek der theosofische vereniging. Nederlandse afdeling,,1951
cc93a4f3-d8dc-ee6e-f29f-ec321dd825f9,Catalogus van de bibliotheek der theosofische vereniging. Nederlandse afdeling. Supplement I,,1956
a561cd58-7906-1554-5a7d-57448aae2cf2,Catalogus van de bibliotheek der theosofische vereniging. Nederlandse afdeling. Supplement II,,1961
41fd7e5a-ee3e-265f-6dc8-0490ddd35708,Catalogus van de bibliotheek der theosofische vereniging. Nederlandse afdeling. Supplement III,,1966
9f0d977c-d801-1f9e-29c3-b7e987a2f1ef,Catalogus van de bibliotheek der theosofische vereniging. Nederlandse afdeling. Supplement IV,,1973
2c1bb88f-7261-5478-2b2e-ff4e92ff1c46,Catalogus van de bibliotheek der vereniging Het Spinozahuis te Rijnsburg,anonymous,1965
5273cfbd-7952-09c5-56b2-1a096ab6ad7f,Catalogus van de boeken en tijdschriften der theosofische boekerij,,1920
9937f0d2-67bf-f828-b43b-c158276ca5ae,Catalogus van de boeken en tijdschriften der theosofische boekerij. Nederlandse afdeling,,1951
15d0b268-68da-f297-9c9c-e36cdaeb1d3b,Catalogus van de boeken gedrukt voor 1600 aanwezig op de Centrale bibliotheek van de Rijksuniversiteit Gent,"Machiels, J",1979
dff2931f-e62e-7faa-4607-8911202aa30c,"Catalogus van de boekerij der Vereeniging ""Het Spinozahuis""",,1914
1543789a-e809-72dc-bb8a-4696f118ee61,Catalogus van de handschriften in de Universiteitsbibliotheek Vrije Universiteit Amsterdam,"Heijting, Willem",2007
f6777170-4ad0-1943-cb77-0ae11567e091,Catalogus van de handschriften van het Rijksmuseum Meermanno-Westreenianum,"Boeren, P.C",1979
1f16898b-182d-e6d4-db55-9d5d450bfb58,Catalogus van de pamflettenverzameling berustende in de Koninklijke Bibliotheek,"Knuttel, W.P.C",1978
1fec6cbb-e0d6-9733-446e-681151190734,Catechismus,"[Schwenckfeld, Caspar]",1763
175f3ca8-d66b-70b5-29b1-4e38501158ac,Catechismus der gereformeerde Nederlandtsche kercken,"Heussen, Nicolaus van",1657
cf021bdd-c8cb-7942-353c-1d8731dcfb31,Caterina von Siena,Catherine of Siena,1980
22d413dd-2204-6cfc-85e0-eb3a234479dd,Cathares,,1991
07b26941-6bdc-5a54-f1df-8f488773ddb3,Cathares,"Rouquette, Yves",1991
c48f861f-5ae8-7ef7-504f-1911cb3d1cc4,Cathares en chemin... Pour les comprendre,"Dupré, José",2006
f0db4e73-ede3-0e1a-e614-25956beb0589,Cathares et Camisards. L'œuvre de Napoléon Peyrat (1809-1881),,1998
4c150e08-950a-9e3d-5497-0810973da89a,Cathares et catharisme. De l'esprit à la persécution,"Julien, Lucienne",1990
d4955678-41a2-e896-253c-aaa74273e238,Cathares et protestants. Familles rebelles et histoire du Midi,"Jas, Michel",2011
832e9d99-be23-a2f1-94e4-e32860a88ad8,Cathares ou Esseniens?,,1989
f458d833-0c4a-232a-f462-8949ac8bcbc9,Catharisme et cathares. Bibliographie établie à partir des ouvrages imprimés de la Bibliothèque Municipale de Toulouse,,1983
63fbc1a3-7988-7311-ccfb-b7611d93498b,Catharisme et chrétienté. La pensée dualiste dans le destin de l'Europe,"Dupré, José",1998
52d93e82-201e-96c4-dc8e-365f46fad5ed,Catharisme et valdéisme en Languedoc à la fin du XIIe et au début du XIIIe siècle. Politique pontificale-controverses,"Thouzellier, Christine",1966
9c078cba-194a-a87e-4a07-9c7baca570b3,Catharisme: l'édifice imaginaire,anonymous,1998
d6b59f62-0fc2-f51c-bd9c-b913bd2ec09c,Cathechismus cabbalisticus sive mercavaeus,"More, Henry",1679
3d04225b-6c00-7b35-641f-14424d17a29d,Cathechismus von ettlichen Hauptarticklen,"Schwenckfeld, Caspar",1531
cabef1fc-accf-1565-aac1-de51dbb9049f,"Catholic Church and modern science. Douments  from  the  Historical  Archives of  the  Roman  Holy  Office  and  the  Index



",,2009
55932726-f06a-7c49-2b65-0df99d1f5ab7,Catholicon physicorum,"Norton, Samuel",1630
104b4700-a7ba-2127-a903-3f3aa1863afd,"Cato chemicus tractatus quo verae ac genuinae philosophiae hermeticae, & fucatae ac sophisticae pseudo chemiae & utriusque magistrorum characterismi accurate delineantur","[Hanneman, Johann Ludwig]",1690
e4c0a15e-df35-604d-b2d7-d7e1db395db8,Catoptrum microcosmicum,"Remmelin, Johann",1619
45d6ba98-068d-703c-ec0e-bd88ba186b8e,Catálogo de la colección bibliográfica de la Imitatio Christi (Kempis),,1968
bdeb07a5-d5ba-6e3a-67e6-56a4b86d5e35,Catéchisme expliqué de l'église gnostique,Sophronius,1899
c7fe1811-bbe1-0501-d34f-5ae36f219abe,"Cause, principe et unité","Bruno, Giordano",1930
68fca1c1-6903-7dde-c9b9-64319008818b,"Cause, principe et unité","Bruno, Giordano",1982
f6085c80-590b-0eb3-414c-61305569b80f,"Cause, principle and unity. Essays on magic","Bruno, Giordano",1998
e7e478df-74d0-0224-612f-8dafa10eed10,"Caïn, mystère dramatique en trois actes","Byron, George",1823
59816f22-e505-0ff6-fad1-b2afb4ec3b05,CCCXX oracula,Zoroaster,1591
785ad07e-cd29-a21b-2270-adc9e845b434,Ce livre intitule Internelle consolation,[Thomas a Kempis],1539
b9618ada-6729-d4da-de62-2171d10718ce,"Ce que nous avons été, ce que nous sommes, et ce que nous deviendrons","Fournié, Pierre",1983
935ad488-ddd1-bc99-b909-c2ec131c2824,"Cebes Tablet. Facsimiles of the Greek text, and of selected Latin, French, English, Spanish, Italian, German, Dutch, and Polish translations",,1979
e24899e7-c465-7255-2b66-35a06dd15007,"Cebete thebano, che in una tavola dipinta philosophicamente mostra le qualita de la vita humana",Cebes,1538
e942ec24-a027-e74f-3eb8-295ccc8ecedf,Celestis hierarchia. Ecclesiastica hierarchia. Divina nomina. Mystica theologia. Undecim epistolae. Undecim epistolae. Epistola una,Dionysius Areopagita|Ignatius|Polycarpus,1502
e76381e8-9407-7e53-34ff-cdadd2dc597b,Celifodina Absconditos,"Paltz, Johann von",1504
c785970d-0109-c295-2d80-f602fe282906,Celsus und Origenes. Das Gemeinsame ihrer Weltanschauung nach den acht Büchern des Origenes gegen Celsus. Eine Studie zur Religions- und Geistesgeschichte des 2. und 3. Jahrhunderts,"Miura-Stange, Anna",1926
6f0fa034-bcdf-dd35-cee0-9effabdddda7,Celsus' wahres Wort. Aelteste Streitschrift antiker Weltanschauung gegen das Christentum vom Jahr 178 n. Chr,Celsus,1873
c65095ec-6266-830d-db2b-836de38fe70f,Celtes et Gaulois au XVIe siècle. Le développement littéraire d'un myhte nationaliste. Avec l'édition critique d'un traité de Guillaume Postel De ce qui est premier pour reformer le monde,"Dubois, Claude-Gilbert|Postel, Guillaume",1972
eb7ee981-b6c9-0889-8a52-7e34c86f5ff4,"Celtic researches, on the origin, traditions & language of the ancient Britons","Davies, Edward",1804
